acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,label
-12.74,9.79,-6.26,-3.85,1.29,3.7,JOG
-10.84,10.99,0.76,-3.19,0.46,2.46,JOG
-4.73,5.25,1.7,-1.51,0.81,0.58,JOG
-0.95,0.68,1.48,-0.94,1.18,-1.09,JOG
-2.77,-2.48,2.23,-0.56,0.15,-1.77,JOG
-3.78,-2.02,2.09,-0.87,-0.4,-0.92,JOG
-5.96,0.7,4.97,-0.43,-0.66,-0.81,JOG
-10.28,4.98,7.91,1.32,0.47,-1.13,JOG
-19.87,9.79,4.36,2.34,-0.31,-1.43,JOG
-16.96,11.08,2.68,1.67,-2.44,-1.31,JOG
-9.35,7.09,0.64,2.08,-2.05,-2.31,JOG
-4.59,3.96,-3.93,1.78,-2.82,-2.87,JOG
-4.46,6.29,-6.89,0.4,-2.06,-1.75,JOG
-5.4,8.38,-4.31,-0.46,1.44,1.05,JOG
-9,7.01,-3.05,-0.62,4.53,2.82,JOG
-14.04,10.28,-4.68,-1.82,4.63,3.9,JOG
-13.67,11.03,-5.98,-3.42,0.51,4.09,JOG
-7.81,10.11,0.62,-2.33,0.97,2.59,JOG
-1.87,4.31,0.46,-1.05,2.18,0.1,JOG
-1.45,-1.1,2.09,-0.56,1.07,-1.27,JOG
-4.08,-4.51,2.66,-0.92,-1.77,-1.19,JOG
-1.75,-3.97,5.25,-1.19,-2.14,-1.08,JOG
-5.16,-0.27,8.1,0.55,-0.53,-2.1,JOG
-20.79,6.16,6.66,3.72,1.06,-3.32,JOG
-22.82,12.41,-0.24,3.1,0.56,-1.49,JOG
-15.06,11.24,-1.55,2.4,-0.78,-0.97,JOG
-5.7,6.62,-3.57,2.51,-1.29,-0.93,JOG
-1.34,4.63,-6.4,1.39,-2.11,-1.09,JOG
-0.86,3.74,-8.01,0.03,-1.01,-0.06,JOG
-1.79,2.86,-5.74,-0.79,1.66,1.09,JOG
-7.32,7.56,-3.16,-2.41,6.03,0.72,JOG
-13.5,13.88,-6.02,-2.37,2.55,1.83,JOG
-15.63,12.48,-10.07,-2.92,0.04,2.15,JOG
-10.67,10.3,-4.53,-2.28,0.39,2.02,JOG
-3.83,5.11,-1.12,-1.66,0.37,0.78,JOG
-2.5,-0.36,1.7,-1.33,-1.67,-0.23,JOG
-2.79,-5.41,2.19,-0.79,-2.92,0.59,JOG
1.64,-4.69,4.62,-0.57,-0.27,-0.44,JOG
-2.66,0.67,7.57,1.1,0.93,-1.89,JOG
-20.27,9.29,4.84,1.47,-0.58,-2.72,JOG
-18.85,14.18,3.81,0.74,-1.32,-1.91,JOG
-11,8.38,0.53,1.79,-1.62,-2.52,JOG
-5.92,3.85,-2.35,1.06,-2.2,-3.19,JOG
-6.13,5.65,-3.11,0.63,-2.52,-2.05,JOG
-5.73,8.79,-2.61,0.37,0.88,-0.18,JOG
-9.7,8.54,-4.4,0.1,2.26,2.21,JOG
-11.22,9.28,-4.87,-1.74,4.35,3.69,JOG
-14.82,10.18,-7.77,-2.58,-0.71,3.67,JOG
-9.82,9.53,-1.04,-2.5,0.57,2.66,JOG
-4.34,4.76,0.83,-1.66,-0.03,0.61,JOG
-2.14,-0.03,3.4,-1.33,0.28,-0.32,JOG
-3.37,-3.37,3.83,-0.63,-0.46,-0.4,JOG
-1.27,-3.4,3.94,-0.23,1.04,-0.17,JOG
-5.47,0.21,7.25,1.51,0.76,-0.77,JOG
-10.02,6.57,6.3,2.51,1.15,-1.91,JOG
-20.96,12.1,-0.76,2.03,0.11,-0.66,JOG
-11.63,12.26,1.26,0.57,-2.17,-0.8,JOG
-6.04,6.9,0.62,1.4,-3.4,-2.21,JOG
-3.24,2.58,-0.65,1.46,-3.28,-3.1,JOG
-5.7,3.14,-3.85,1.67,-2.46,-2.65,JOG
-8.11,6.37,-4.5,0.56,1.15,0,JOG
-11.12,8.08,-4.47,-0.94,2.41,1.79,JOG
-13.21,8.2,-3.29,-2.24,2.64,3.41,JOG
-8.89,9.63,-1.42,-2.26,0.41,2.54,JOG
-13.77,7.91,1.3,-1.85,-3.06,1.52,JOG
-8.99,4.79,4.12,-1.59,1.33,0.88,JOG
-5.36,1.34,4.87,-0.69,2.79,-0.64,JOG
-3.11,-1.69,3.52,-0.68,1.52,0.3,JOG
-0.27,-2.91,4.98,-0.67,0.09,0.96,JOG
-2.05,-0.91,5.26,0.57,-0.44,0.49,JOG
-15.51,7.35,8.55,2.28,0.21,-2.05,JOG
-18.78,11.33,3.47,1.87,-0.57,-0.64,JOG
-9.58,9.79,2.8,1.34,-1.02,-1.55,JOG
-4.36,4.64,-0.72,2.23,-2.56,-2.46,JOG
-3.43,2.62,-3.95,1.77,-2.41,-2.72,JOG
-4.38,5.51,-5.03,0.94,-0.79,-1.33,JOG
-8.32,6.97,-4.04,0.09,0.9,0.73,JOG
-13,6.56,-6.11,-1.32,3.2,2.84,JOG
-17.39,10.93,-5.65,-1.87,1.49,3.02,JOG
-18.47,9.58,-4.97,-2.19,1.78,2.78,JOG
-9.49,6.13,-1.66,-1.84,2.73,1.74,JOG
-3.09,2.09,2.16,-1.46,2.68,0.08,JOG
-0.96,-2.6,3.55,-1.41,0.26,-0.88,JOG
-2.02,-5.02,3.89,-1.49,-1.02,-0.44,JOG
-1.53,-1.75,7.39,-0.88,-1.44,-0.42,JOG
-16.41,1.28,-9.36,-5.39,-1.06,3.37,JOG
-14.41,3.23,-4.54,-4.81,-0.98,2.51,JOG
-10.41,1.87,-1.00,-3.46,-0.17,0.50,JOG
-3.25,-0.03,1.11,-3.51,0.80,-0.07,JOG
-1.31,-3.17,4.94,-1.41,-1.26,-0.70,JOG
-2.34,-5.31,4.19,-0.36,-1.19,-0.48,JOG
-5.65,-4.03,5.45,1.29,-0.72,-0.63,JOG
-11.29,-0.38,5.75,2.61,0.86,-1.07,JOG
-22.96,5.59,2.83,3.35,0.23,-0.78,JOG
-16.75,7.71,-0.30,2.18,-1.82,-0.37,JOG
-8.16,5.94,0.80,2.47,-3.15,-1.96,JOG
-4.16,2.99,-2.08,2.09,-3.18,-2.20,JOG
-4.59,4.92,-4.43,1.17,1.29,-1.67,JOG
-9.49,8.17,-3.83,-0.67,3.16,0.50,JOG
-13.69,6.00,-6.51,-2.87,1.11,4.56,JOG
-14.09,8.45,-5.60,-2.42,1.67,4.71,JOG
-13.45,7.80,-7.36,-1.67,1.53,3.19,JOG
-6.34,4.64,-3.08,-1.97,1.31,0.43,JOG
-3.54,-0.15,2.21,-2.20,0.06,-1.01,JOG
-1.12,-3.45,6.28,-1.47,0.09,-1.59,JOG
-2.98,-4.40,5.91,-0.24,-0.41,-1.23,JOG
-8.47,-1.99,7.79,0.61,-0.57,-0.51,JOG
-12.30,2.22,6.68,1.48,1.40,0.07,JOG
-18.40,8.03,3.27,2.84,1.31,-0.98,JOG
-14.02,7.74,-2.64,2.92,-0.65,-0.75,JOG
-8.09,6.94,-2.11,2.48,-2.93,-1.83,JOG
-4.11,3.85,-3.28,2.86,-2.02,-2.96,JOG
-4.88,4.30,-7.20,2.56,-0.50,-2.39,JOG
-6.32,6.70,-9.98,-0.25,1.86,0.48,JOG
-10.07,4.30,-8.21,-2.59,1.31,2.59,JOG
-15.52,5.90,-6.38,-3.70,2.46,3.24,JOG
-18.34,7.40,-6.73,-4.11,1.33,2.92,JOG
-10.89,5.75,-0.74,-3.60,0.22,2.20,JOG
-3.57,2.15,2.23,-2.27,0.48,0.21,JOG
-0.87,-1.33,3.07,-1.39,0.58,-0.75,JOG
-1.25,-2.86,2.05,-0.66,0.18,-1.10,JOG
-2.23,-2.85,2.07,-0.06,1.37,-0.36,JOG
-9.69,0.83,5.43,0.94,1.65,0.68,JOG
-19.46,7.61,4.22,2.08,0.13,-0.45,JOG
-18.56,11.75,0.49,2.14,-1.78,-0.33,JOG
-10.40,8.90,0.34,2.25,-3.06,-1.35,JOG
-4.38,3.59,-3.17,2.63,-3.24,-2.67,JOG
-2.40,2.22,-4.11,2.29,-1.31,-2.83,JOG
-2.17,4.66,-7.04,1.89,1.11,-1.78,JOG
-7.61,5.29,-10.86,-0.21,0.27,0.33,JOG
-13.21,6.05,-8.74,-2.87,2.98,1.46,JOG
-20.19,6.96,-7.68,-3.72,1.44,2.43,JOG
-16.74,7.20,-2.40,-3.49,0.81,2.09,JOG
-8.66,4.25,-0.81,-2.24,1.08,0.95,JOG
-2.36,0.79,1.30,-1.58,0.93,-0.23,JOG
-2.61,-3.30,3.72,-0.38,-1.25,-0.33,JOG
-0.61,-4.82,3.49,0.19,-0.69,0.20,JOG
-2.98,-3.07,3.61,0.49,-0.22,-0.50,JOG
-9.76,1.81,5.11,1.21,1.54,-0.84,JOG
-26.05,8.35,-0.31,1.86,-1.09,-1.35,JOG
-20.20,10.16,-0.17,1.71,-1.49,-1.11,JOG
-10.47,6.52,-1.04,2.95,-0.90,-1.73,JOG
-5.46,2.98,-4.38,3.31,-1.87,-1.82,JOG
-2.98,2.82,-6.04,2.08,-2.33,-1.12,JOG
-3.73,4.70,-7.50,-0.32,-1.33,0.90,JOG
-6.53,4.82,-6.02,-2.03,0.55,2.56,JOG
-13.28,8.58,-4.19,-3.14,2.69,2.54,JOG
-17.25,10.27,-0.82,-3.50,-1.71,5.13,JOG
-13.47,9.60,4.77,-1.85,-0.28,3.10,JOG
-7.85,3.27,1.34,-1.43,1.86,0.38,JOG
-4.07,-1.05,1.71,-2.43,3.68,-0.73,JOG
-2.92,-3.83,5.35,-1.14,0.86,-0.42,JOG
-1.19,-5.20,3.54,-0.37,0.23,-0.24,JOG
-7.31,-0.58,7.25,1.03,0.91,-0.15,JOG
-12.43,5.15,5.49,2.80,1.33,-0.20,JOG
-17.26,10.56,0.30,2.56,0.54,-0.53,JOG
-11.87,10.59,-0.57,1.98,-3.33,-0.57,JOG
-6.60,5.92,-0.08,1.98,-3.94,-2.17,JOG
-3.35,3.94,-1.27,1.31,-3.76,-2.47,JOG
-3.80,5.48,-3.04,0.99,-1.04,-1.79,JOG
-8.47,7.39,-3.45,0.95,0.91,0.24,JOG
-11.75,6.04,-5.37,-0.18,2.90,2.59,JOG
-16.17,8.39,-2.98,-1.34,2.27,3.24,JOG
-12.67,8.18,-2.97,-2.15,2.01,3.04,JOG
-16.34,-19.06,2.25,1.11,0.75,-0.44,JUM
-11.59,-10.92,-1.42,0.79,1.45,-1.03,JUM
-4.12,-1.74,-2.82,-0.02,0.33,-0.29,JUM
-1.79,0.4,-2.65,-1.45,-1.03,0.3,JUM
0.62,-0.89,2.53,-1.5,-0.95,0.8,JUM
1.61,-0.29,1.84,0.05,-0.4,0.29,JUM
2.05,-0.57,-1.13,0.48,0.53,0,JUM
-0.74,-0.06,-0.68,-0.32,-0.04,0.02,JUM
0.28,-1.67,-0.05,-0.61,-0.35,-0.02,JUM
-10.96,-10.59,2.85,-0.36,-0.38,0.49,JUM
-22.53,-27.56,3.72,0.41,0.31,-1.03,JUM
-26.39,-27.5,0.69,0.64,-1.14,-0.58,JUM
-11.97,-11.99,-0.27,-0.09,1.31,-0.38,JUM
-3.73,1.21,-0.83,0.12,0.63,-0.42,JUM
4.66,2.57,-1.19,-0.46,0.44,0.14,JUM
-0.23,0.55,1.16,-1.02,-1.54,-0.37,JUM
-0.06,-0.39,1.77,-0.1,-0.26,-0.09,JUM
-0.26,0.29,-0.5,0.57,0.4,-0.05,JUM
-1.07,-0.41,0.15,-0.06,0.16,0.05,JUM
-5.35,-4.56,0.39,-0.08,0.24,0.25,JUM
-16.64,-21.39,0.02,0.5,0.15,-0.29,JUM
-24.54,-24.63,-0.06,0.4,0.14,-0.2,JUM
-18.17,-23.35,1.96,-0.06,-0.02,0.49,JUM
-7.36,-5.56,-1.33,-0.25,0.55,0.37,JUM
3.31,3.67,0.8,-0.45,1.03,0.49,JUM
5.96,0.34,2.25,-0.14,-0.37,0.33,JUM
-1.31,-0.95,-1.26,0.23,-0.77,-0.56,JUM
-0.09,-0.8,-1.66,0.47,0.01,-0.21,JUM
-0.31,0.06,-1.66,-0.31,0.38,-0.1,JUM
-1.1,-0.76,-0.62,-0.4,0.01,-0.14,JUM
-7.16,-8.44,0.81,-0.13,0.46,0.05,JUM
-22.53,-26.41,3.63,-0.45,-0.89,-0.2,JUM
-27.11,-28.21,0.55,0.97,0.8,-0.55,JUM
-16.62,-15.65,0.64,-0.31,0.87,0.07,JUM
-4.21,-0.4,-3.4,-0.11,0.11,-0.03,JUM
4.7,3.05,4.4,-1.15,0.11,0.52,JUM
1.17,-0.28,0.15,0.25,-1.29,-0.34,JUM
-1.5,-0.56,-1.04,-0.07,-0.23,-0.01,JUM
0.78,-0.76,-0.65,-0.11,-0.3,0.2,JUM
0.48,-0.31,1.03,0,0.07,-0.14,JUM
-0.98,-1.37,-0.71,0.24,-0.04,-0.06,JUM
-12.03,-10.34,1.78,0.08,-0.1,0.15,JUM
-22.8,-26.42,2.57,-0.18,-0.44,0.35,JUM
-26.42,-26.95,1.87,0.48,0.44,-0.32,JUM
-11.38,-12.55,0.23,0.43,1.61,0.27,JUM
-3.67,2.2,-3.05,-0.31,0.15,-0.12,JUM
4.43,0.74,2.36,-0.34,0.4,0.54,JUM
1.03,0.16,0.42,-0.45,-1.07,-0.24,JUM
-0.52,0.07,-0.27,0.26,0.02,-0.21,JUM
0.39,0.16,-1.16,-0.41,-0.4,-0.08,JUM
-0.87,-0.5,0.76,-0.33,-0.48,0.16,JUM
-2.94,-1.83,0.03,-0.13,0.27,-0.18,JUM
-12.94,-19.91,0.91,0.21,-0.49,0.05,JUM
-23.74,-25.48,5.58,0.22,0.6,-0.3,JUM
-22.89,-24.92,-0.07,-0.37,-0.95,-0.1,JUM
-11.66,-11.35,0.85,-0.19,0.37,-0.02,JUM
-1.08,1.1,-1.29,-0.08,0.53,0.45,JUM
4.81,0.68,2.41,0.25,0.75,0.25,JUM
1.47,-0.7,-1.56,0.09,-0.7,-0.43,JUM
-0.66,-0.4,-2,-0.18,-0.41,-0.31,JUM
-0.26,0.39,0.44,-0.9,-0.7,-0.16,JUM
-0.39,-0.36,1.94,0.2,0.07,-0.06,JUM
-3.27,-1.14,-0.25,0.39,0.7,-0.09,JUM
-15.52,-21.44,0.01,0.33,-0.14,-0.23,JUM
-25.47,-32.16,3.45,-0.18,-0.2,0.2,JUM
-22.13,-23.54,2.38,0.07,0.08,0.01,JUM
-6.52,-5.93,-0.51,0.2,0.86,-0.07,JUM
1.14,3.39,-0.65,-0.83,0.68,0.65,JUM
5.46,-0.21,3.28,-0.18,-0.46,0.2,JUM
-1.26,-0.38,-2.19,0.14,-0.54,-0.64,JUM
0.62,-0.09,-0.54,-0.61,-0.66,-0.1,JUM
0.54,0.25,2.19,-0.06,-0.19,-0.23,JUM
-0.22,0.43,0.09,0.82,0.65,-0.21,JUM
-2.31,-0.85,-1.84,0.13,0.18,0.04,JUM
-12.28,-17.32,2.62,0.1,0.04,0.09,JUM
-23.68,-29.82,2.23,0.5,0.61,-0.11,JUM
-23.01,-25.74,-0.11,-0.39,-0.34,0.1,JUM
-12.41,-14.26,2.65,-1.14,-0.46,-0.04,JUM
-3.93,-0.43,-0.34,-0.52,-0.19,0.47,JUM
7.2,0.58,2.43,-0.67,0.12,0.75,JUM
0.53,-1.47,0.18,-0.3,-0.98,-0.6,JUM
-0.07,-0.87,0.01,0.16,-0.01,-0.17,JUM
0.33,0.31,0.68,-0.15,0.25,-0.1,JUM
0.37,-0.07,1.02,0.59,0.43,-0.15,JUM
-0.28,-0.14,-0.82,0.56,0.83,-0.19,JUM
-4.95,-4.56,-0.96,0.03,0.24,0.16,JUM
-25.84,-29.65,0.1,-0.8,-1.85,-0.67,JUM
-25.69,-28.1,5.57,-0.54,0.7,0.61,JUM
-17.42,-21.58,0.82,-0.35,-0.66,0.66,JUM
-6,-6.87,-0.64,-0.55,0.14,0.15,JUM
-0.11,2.68,-0.18,-1.03,-0.28,0.97,JUM
5.51,0.52,1.41,-0.33,0.09,0.77,JUM
2.81,0.44,2.01,0.17,0.59,-0.07,JUM
0.74,0.1,-0.66,0.66,-0.38,-0.06,JUM
0.4,-0.39,-2.55,0.26,0.09,-0.23,JUM
-1.56,-0.01,-0.96,-0.31,-0.26,-0.07,JUM
-1.32,-0.65,-0.89,-0.13,0.28,-0.08,JUM
-9.09,-9.11,1.69,-0.22,0.75,0.32,JUM
-24.02,-26.17,4.28,0.35,-0.43,-1.06,JUM
-28.04,-25.87,-2.76,1.38,0.6,-0.18,JUM
-17.66,-18.54,-0.07,-0.79,0.29,-0.12,JUM
-5.23,-7.07,2.51,-0.22,0.17,-0.22,JUM
-2.42,4.14,-2.39,0,0.71,-0.28,JUM
4.98,0.57,1.15,-0.72,-0.64,0.43,JUM
-0.09,0.2,0.57,-0.39,-0.44,-0.27,JUM
-0.23,-0.08,-0.87,-0.03,-0.56,-0.02,JUM
-0.96,-0.59,-0.11,-0.64,-0.53,0.38,JUM
-1.35,-0.86,1.03,0.21,-0.27,0.39,JUM
-2.45,-1.74,-0.97,0.17,0.47,0.7,JUM
-12.17,-11.15,-1.63,-0.31,-0.18,1.07,JUM
-23.07,-25.02,4.36,-0.85,-0.46,-0.74,JUM
-22.06,-24.44,1.81,2.07,1.29,0.17,JUM
-17.88,-12.33,-3.96,0.77,1.29,-1.29,JUM
-7.12,-0.72,-2.24,-1.17,-0.92,-0.17,JUM
2.28,1.99,4.46,-0.34,1.36,0.73,JUM
1.18,0.23,-1.6,0.6,-0.49,-0.1,JUM
-0.02,0.07,-1.89,-0.18,-0.11,-0.07,JUM
0.67,-0.64,-1.48,-0.93,-1.09,0.03,JUM
-1.37,-0.8,1.68,-0.65,-0.44,0.09,JUM
-1.55,-1.43,-0.38,-0.17,-0.3,0.24,JUM
-10.55,-8.45,1.34,-0.1,-0.24,0.9,JUM
-16.15,-17.94,1.34,-0.52,-0.32,-0.49,JUM
-25.83,-22.43,4.39,1.41,0.05,0.11,JUM
-15.29,-16.85,-5.75,2.07,1.7,-1.47,JUM
-12.62,-5.43,-2.96,-0.76,-1.13,-0.72,JUM
-1.15,0.88,0.74,-0.85,0.01,0.27,JUM
0.6,-0.55,1.73,0.26,-0.15,-0.1,JUM
1.29,-0.19,-1.12,0.64,0.55,-0.01,JUM
0.52,0.4,-2.12,0.19,-0.05,-0.57,JUM
-0.91,0.42,-1.34,-1.12,-1.3,-0.01,JUM
-0.69,-0.31,1.89,-0.7,-0.98,-0.17,JUM
-4.83,-4.42,0.63,-0.33,-0.01,-0.05,JUM
-22.39,-28.08,6.05,-0.25,-0.4,-0.11,JUM
-23.9,-30.73,2.52,1.14,1.19,-1.18,JUM
-15.73,-15.41,0.11,-0.63,-0.22,-0.15,JUM
-1.98,2.87,-0.6,-1.07,0.79,0.34,JUM
4.34,2.82,3.19,-0.47,-0.06,0.21,JUM
1.97,-0.85,0.39,0.11,-0.96,-0.2,JUM
-2.4,0.07,-0.17,0.59,0.48,-0.05,JUM
1.11,-0.81,-1.67,0.16,-0.03,0.36,JUM
0.01,-0.52,-0.41,-0.18,-0.06,-0.09,JUM
-1.05,-0.67,-0.28,-0.72,-0.37,-0.08,JUM
-8.32,-11.6,2.06,-0.25,0.04,0,JUM
-30.36,-34.48,7.9,-0.03,-0.74,-0.24,JUM
-22.35,-29.3,-3.83,1.09,1.54,0.1,JUM
-13.55,-14.11,2.35,-1.29,-0.28,0.88,JUM
3.02,-1.13,-0.28,-0.32,-0.38,0,JUM
4.86,1.57,1.64,-0.22,0.87,0.28,JUM
-0.11,-1.57,1.13,-0.15,-1.64,-0.43,JUM
1.08,-0.95,-0.43,0.85,0.73,-0.3,JUM
-0.43,0.38,-1.36,0.51,0.41,-0.35,JUM
1.45,-0.59,0.74,0.13,-0.23,-0.27,JUM
-0.96,-0.05,0.9,0.58,0.35,-0.43,JUM
-3.29,-2.74,-0.51,0.38,1.12,-0.28,JUM
-19.83,-23.28,-1.05,-0.06,-0.52,-0.57,JUM
-23.97,-33.27,3.64,0.18,0.15,-0.53,JUM
-20.5,-22.8,1.2,-1.64,-0.63,0.44,JUM
-4.6,-6.69,2.6,-0.28,0.69,0.39,JUM
4.32,3.28,-0.39,-1.26,0.42,1.07,JUM
4,-1.35,4.85,-0.58,-1.21,-0.05,JUM
-0.03,-0.98,0.96,0.72,0.4,0.03,JUM
0.23,-0.51,-2.28,0.68,0.76,0.03,JUM
0.95,-0.31,-0.59,-0.51,-0.56,0.1,JUM
1.23,-0.74,-0.21,-0.08,-0.31,-0.12,JUM
-4.48,-1.1,-0.08,-0.29,-0.17,0.03,JUM
-9.41,-16.11,1.14,-0.14,-0.32,0.25,JUM
-29.55,-33.19,3.45,0.63,0,-0.44,JUM
-24.5,-24.96,-2.55,-0.12,0.1,0.32,JUM
-8.14,-11.1,2.63,0.04,0.84,-0.21,JUM
-2.48,1.98,-3.93,-0.47,-0.13,0.04,JUM
4.61,-0.03,3.53,-0.48,0.47,0.13,JUM
-0.09,-0.2,-0.29,-0.11,-0.8,-0.08,JUM
0.15,-0.6,-0.45,0.05,-0.13,-0.06,JUM
-0.01,-0.26,0.33,-0.07,-0.16,0.09,JUM
0.34,-0.56,0.51,0.07,0.02,0.06,JUM
-0.13,0.36,-0.6,0.19,0.25,-0.01,JUM
-4.79,-4.36,0.48,-0.44,-0.2,0.32,JUM
-18.68,-25.14,1.98,-0.02,-0.11,-0.16,JUM
-31.24,-31.22,5.59,1.42,0.96,-0.41,JUM
-14.72,-19.03,-2.21,0.41,1.4,-0.26,JUM
-7.91,-5.37,-0.76,-0.89,-1.15,-0.14,JUM
0.41,2.68,0.1,-0.52,0.53,-0.02,JUM
0.9,0.29,1,-0.22,-0.68,0.07,JUM
1.19,-0.33,-0.49,0.12,-0.08,-0.13,JUM
-0.64,-0.7,-1.17,0.02,-0.35,-0.01,JUM
-0.17,-0.44,-0.13,-0.49,-0.38,0.03,JUM
-0.48,-0.45,0.68,-0.07,-0.16,0.19,JUM
-3.3,-1.08,-0.14,-0.2,0.03,0.36,JUM
-8.43,-8.83,0.76,-0.23,0.39,0.85,JUM
-20.48,-27.4,5.02,0.73,0.81,0.57,JUM
-27.89,-22.21,-2.9,1.25,1.86,-0.11,JUM
-18.79,-17.95,-1.35,-0.85,-1.02,0.28,JUM
-2.9,-7.34,3.74,-0.34,0.62,0.26,JUM
-2.23,2.85,-3.34,-0.7,-1.27,-0.1,JUM
5.31,0.16,4.53,-0.93,0.25,0.68,JUM
1.32,-0.25,0.19,0.44,-0.79,-0.29,JUM
-0.43,-0.82,-1.22,0.36,0.23,-0.15,JUM
-1.49,-1.19,-0.74,-0.27,-0.53,-0.09,JUM
-6.91,-2.98,1.76,-0.12,0.01,0.46,JUM
-10.27,-6.78,1.14,-0.23,0.11,0.84,JUM
-13.7,-12.75,5.11,0.75,0.64,1.04,JUM
0.32,0,1.38,-1.05,0.1,0,JUM
0.64,0.01,2.42,-0.27,-0.01,0.04,JUM
0.12,0.04,-0.38,0.47,0.51,-0.12,JUM
-0.2,0.44,-1,-0.37,-0.1,-0.15,JUM
-1.29,-0.82,-0.46,-0.55,-0.33,-0.04,JUM
-11.75,-10.13,1.48,-0.6,0.3,0.21,JUM
-18.51,-25.12,-2.81,-0.97,0.08,0.06,JUM
-25.5,-29.17,0.29,-0.01,-1.44,-0.06,JUM
-11.25,-14.45,-1.21,-0.19,-0.15,0.01,JUM
-1,1.69,-1.67,0.59,1.84,0.31,JUM
6.05,0.59,2.88,-0.27,0.18,0.41,JUM
0.55,0.17,0.52,0.22,-0.58,-0.43,JUM
-0.61,-0.1,-1.65,0.24,-0.69,-0.18,JUM
0.23,-0.09,-0.47,-0.38,-0.07,-0.11,JUM
-1.22,-0.72,0.69,-0.04,-0.05,-0.16,JUM
-6.34,-6.22,1.07,0.11,0.74,0.05,JUM
-19.82,-22.82,-5.6,-0.31,-0.88,-0.1,JUM
-27.53,-28.47,1.71,-0.52,-0.42,-0.35,JUM
-14.46,-17.71,-0.46,0.85,0.78,0.67,JUM
-2.89,0.7,-2.41,1.08,2.33,-0.05,JUM
4.65,2.11,0.74,-0.55,0.49,1.1,JUM
2.04,-0.86,0.99,-0.35,-1.12,-0.51,JUM
-0.63,-0.42,0.07,-0.16,-0.81,-0.27,JUM
-0.1,-0.08,0.13,-0.15,-0.47,-0.21,JUM
-0.74,-0.12,0.83,-0.1,-0.29,-0.17,JUM
-2.52,-2.42,-0.66,-0.12,0.05,-0.14,JUM
-18.31,-24.75,-2.94,-0.07,-1.32,-0.58,JUM
-22.96,-26.4,0.42,-1.22,0.78,-0.01,JUM
-16.76,-21.46,0.86,0.07,-1.11,0.24,JUM
-3.22,-3.65,-3.37,0.53,1.36,-0.47,JUM
0.99,2.94,2.63,-1.29,0.08,0.81,JUM
4.03,-0.95,3.06,0.64,0.08,-0.17,JUM
-1.29,0.04,-3.21,0.36,-0.35,-0.43,JUM
-0.54,-0.11,-0.48,-0.39,-0.43,-0.19,JUM
-0.42,-0.45,0.11,-0.35,-0.42,-0.06,JUM
-2.68,-1.51,0.28,-0.09,0.05,-0.12,JUM
-13.59,-16.93,-1.89,-0.46,-0.5,-0.46,JUM
-23.37,-31.15,2.83,-0.45,-1.06,0.59,JUM
-20.99,-23.3,-3.23,0.33,0.54,-0.7,JUM
-7.19,-7.79,0.69,0.24,1.1,0.65,JUM
2.36,2.3,-0.86,-0.34,0.17,0.22,JUM
2.65,0.49,3.49,0.25,0.37,0.16,JUM
0.46,-0.06,-0.75,0.53,-0.66,-0.08,JUM
-0.49,0.03,-2.04,0.16,-0.32,-0.02,JUM
-0.64,-0.51,0.25,-0.24,-0.29,0.02,JUM
-0.68,-0.5,0.01,0.16,0.39,0.04,JUM
-9.64,-12.03,1.31,0.15,0.32,0.1,JUM
-23.7,-27.01,0.03,-0.86,-0.43,-0.21,JUM
-24.09,-29.96,0.63,-0.37,-0.85,-0.11,JUM
-10.46,-12.54,0.51,0.59,2.02,-0.05,JUM
-0.34,2.9,-0.42,-0.58,0.16,0.51,JUM
5.42,0.62,4.96,0.28,1.17,0.34,JUM
-0.02,-1.12,-1.76,0.39,-1.1,-0.32,JUM
-0.1,0.02,-1.23,-0.14,-0.41,-0.39,JUM
-0.27,0.14,-0.4,-0.54,-0.7,-0.17,JUM
-0.63,-0.46,0.95,-0.37,-0.45,-0.15,JUM
-4.16,-5.85,1.61,-0.15,0.9,-0.19,JUM
-23.17,-27.32,-3.74,-0.42,-1.68,-0.73,JUM
-24.13,-30.88,0.08,-0.54,-0.03,-0.35,JUM
-12.86,-15.29,0.28,-0.2,0.05,0.32,JUM
0.04,2.36,-0.34,0.33,1.49,0.15,JUM
6.39,1.5,2.96,0.12,0.62,0.66,JUM
-0.33,-1.09,-0.85,0.38,-0.96,-0.51,JUM
-0.11,-0.3,-1.7,0.14,-0.17,-0.08,JUM
-0.64,-0.29,-0.53,-0.06,-0.22,-0.12,JUM
0.81,-0.47,1.1,-0.5,0,-0.17,JUM
-2.41,-1.5,-0.4,-0.09,0.28,-0.35,JUM
-16.88,-22.36,0.96,-0.53,-1.1,-0.1,JUM
-22.57,-34.81,-0.5,-0.14,-0.91,-0.15,JUM
-17.58,-21.01,0.72,-0.53,0.38,-0.02,JUM
-5.27,-4.95,0.32,0.71,1.05,0.31,JUM
2.2,2.54,-0.23,0.15,1.31,0.81,JUM
4.78,-0.48,0.75,0.43,0.12,0.06,JUM
-1.32,0.68,-2.19,0.13,-0.55,-0.4,JUM
1.15,-0.01,-1.02,-0.1,-0.14,-0.1,JUM
-0.64,0.18,-0.24,-0.23,0.01,-0.06,JUM
-1.36,-1.25,0.02,-0.25,0,-0.07,JUM
-13.04,-19.77,2.27,-0.02,-0.09,0.14,JUM
-23.68,-32.45,-1.71,-0.39,-0.9,-0.68,JUM
